Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1714847851,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1714847852,1,,Aggregated,0.000000,0.000000,2,2,2,2,2,2,3,4,16,16,16,521,0,2,1.8872318618650228,1.5088999971339945,16.330599999491824,2843.3953934740885
1714847853,3,,Aggregated,0.000000,0.000000,2,2,2,2,2,3,3,4,9,16,16,1418,0,2,2.0900167843094137,1.5088999971339945,16.330599999491824,2843.40197461213
1714847854,4,,Aggregated,335.000000,0.000000,2,3,3,3,4,4,4,5,16,21,21,2308,0,2,2.566450346695601,1.5088999971339945,21.36619999873801,2843.3934142114385
1714847855,5,,Aggregated,557.500000,0.000000,3,3,4,4,4,4,5,6,16,21,21,3328,0,3,2.9643896935541445,1.5088999971339945,21.36619999873801,2843.402043269231
1714847856,6,,Aggregated,674.000000,0.000000,3,4,4,4,5,5,6,7,16,21,21,4386,0,3,3.373859849560154,1.5088999971339945,21.36619999873801,2843.4099407204744
1714847857,7,,Aggregated,741.250000,0.000000,4,4,5,5,6,7,7,8,16,21,21,5354,0,4,3.874759731070791,1.5088999971339945,21.36619999873801,2843.413149047441
1714847858,8,,Aggregated,802.400000,0.000000,4,5,6,6,7,8,8,10,17,27,27,6302,0,4,4.390639860376142,1.5088999971339945,26.918300001852913,2843.3998730561725
1714847859,9,,Aggregated,832.666667,0.000000,4,6,7,7,8,9,10,13,20,27,27,7268,0,4,4.893460938360219,1.5088999971339945,26.918300001852913,2843.401761144744
1714847860,10,,Aggregated,851.142857,0.000000,5,7,7,7,9,9,12,15,24,35,35,8270,0,5,5.374779431681027,1.5088999971339945,34.80649999983143,2843.4029020556227
1714847861,10,,Aggregated,865.000000,0.000000,6,7,8,8,9,10,14,16,27,35,35,9254,0,6,5.8625793386515,1.5088999971339945,34.80649999983143,2843.398746488005
1714847862,10,,Aggregated,877.777778,0.000000,6,8,8,9,10,11,15,17,28,35,35,10240,0,6,6.265720605456693,1.5088999971339945,34.91610000128276,2843.4033203125
1714847863,10,,Aggregated,888.000000,0.000000,7,8,9,9,11,12,16,19,31,37,38,11099,0,7,6.671021308215224,1.5088999971339945,37.9425999999512,2843.4012974141815
1714847864,10,,Aggregated,952.600000,0.000000,7,8,9,10,11,13,17,20,32,38,48,11983,0,7,6.997014103304159,1.5088999971339945,48.38850000305683,2843.4015688892596
1714847865,10,,Aggregated,960.600000,0.000000,7,9,9,10,11,13,17,20,32,38,48,12941,0,7,7.238171470511601,1.5088999971339945,48.38850000305683,2843.40476006491
1714847866,10,,Aggregated,962.800000,0.000000,8,9,9,10,11,13,18,20,32,38,48,13893,0,8,7.447018822418627,1.5088999971339945,48.38850000305683,2843.4025048585618
1714847867,10,,Aggregated,957.700000,0.000000,8,9,10,10,11,14,18,20,33,38,48,14843,0,8,7.632523384749234,1.5088999971339945,48.38850000305683,2843.4018055649126
1714847868,10,,Aggregated,949.700000,0.000000,8,9,10,10,11,14,18,21,33,41,48,15792,0,8,7.796864526329607,1.5088999971339945,48.38850000305683,2843.3986828774064
1714847869,10,,Aggregated,946.000000,0.000000,8,9,10,10,11,14,18,21,32,41,48,16793,0,8,7.914817638291468,1.5088999971339945,48.38850000305683,2843.3994521526824
1714847870,10,,Aggregated,943.900000,0.000000,8,9,10,10,11,14,18,21,32,41,48,17779,0,8,8.028379548897076,1.5088999971339945,48.38850000305683,2843.400472467518
1714847871,10,,Aggregated,945.800000,0.000000,8,9,10,10,11,15,18,21,32,41,48,18736,0,8,8.140904232487046,1.5088999971339945,48.38850000305683,2843.400512382579
1714847872,10,,Aggregated,946.300000,0.000000,8,9,10,10,11,15,18,21,32,41,48,19744,0,8,8.223886608583328,1.5088999971339945,48.38850000305683,2843.4014384116695
1714847873,10,,Aggregated,946.600000,0.000000,9,9,10,10,12,15,18,21,32,40,48,20717,0,9,8.312254409419108,1.5088999971339945,48.38850000305683,2843.4032437128926
1714847874,10,,Aggregated,946.000000,0.000000,9,9,10,10,12,15,18,21,32,40,48,21673,0,9,8.400555391499049,1.5088999971339945,48.38850000305683,2843.3996677894156
1714847875,10,,Aggregated,956.400000,0.000000,9,9,10,10,12,16,19,21,32,40,48,22635,0,9,8.477554340624048,1.5088999971339945,48.38850000305683,2843.4017671747292
1714847876,10,,Aggregated,961.900000,0.000000,9,9,10,10,12,16,18,21,31,40,48,23645,0,9,8.53209676041925,1.5088999971339945,48.38850000305683,2843.3991541552127
1714847877,10,,Aggregated,965.900000,0.000000,9,10,10,10,12,16,19,21,32,40,48,24584,0,9,8.605403644650345,1.5088999971339945,48.38850000305683,2843.4019687601694
1714847878,10,,Aggregated,968.900000,0.000000,9,10,10,10,12,16,19,22,32,40,48,25578,0,9,8.653238509662502,1.5088999971339945,48.38850000305683,2843.4000312768785
1714847879,10,,Aggregated,970.100000,0.000000,9,10,10,10,12,16,19,22,32,40,48,26581,0,9,8.69596520823454,1.5088999971339945,48.38850000305683,2843.4042737293557
1714847880,10,,Aggregated,973.500000,0.000000,9,10,10,10,12,16,19,22,31,40,48,27552,0,9,8.745895517570702,1.5088999971339945,48.38850000305683,2843.3995354239255
1714847881,10,,Aggregated,974.800000,0.000000,9,10,10,10,12,16,19,21,31,40,48,28559,0,9,8.781827781090433,1.5088999971339945,48.38850000305683,2843.4016247067475
1714847882,10,,Aggregated,974.600000,0.000000,9,10,10,10,12,16,19,21,31,40,48,29531,0,9,8.825065548071178,1.5088999971339945,48.38850000305683,2843.4017473163794
