Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1714858343,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1714858344,1,,Aggregated,0.000000,0.000000,3,3,3,3,4,4,6,7,25,25,25,306,0,3,3.2042470590562027,1.8500000005587935,25.14090000113356,2843.40522875817
1714858345,1,,Aggregated,0.000000,0.000000,3,3,3,3,4,4,5,7,25,25,25,664,0,3,2.9599500001177694,1.570799999171868,25.14090000113356,2843.4006024096384
1714858346,1,,Aggregated,248.000000,0.000000,3,3,3,3,4,5,6,7,25,25,25,961,0,3,3.07089105111957,1.570799999171868,25.14090000113356,2843.397502601457
1714858347,1,,Aggregated,302.000000,0.000000,3,3,3,3,4,4,6,7,18,25,25,1285,0,3,3.0643947082799308,1.570799999171868,25.14090000113356,2843.3937743190663
1714858348,1,,Aggregated,303.000000,0.000000,3,3,3,3,4,4,6,7,18,25,25,1650,0,3,2.9832957576405588,1.570799999171868,25.14090000113356,2843.4
1714858349,1,,Aggregated,307.500000,0.000000,3,3,3,3,4,4,6,7,18,25,25,1960,0,3,3.0147664286325417,1.570799999171868,25.14090000113356,2843.4
1714858350,1,,Aggregated,317.600000,0.000000,3,3,3,3,4,4,6,7,16,25,25,2294,0,3,3.005292284289701,1.570799999171868,25.14090000113356,2843.4001743679164
1714858351,1,,Aggregated,319.500000,0.000000,3,3,3,3,4,4,6,7,16,25,25,2640,0,3,2.9845524243173163,1.570799999171868,25.14090000113356,2843.4
1714858352,1,,Aggregated,318.857143,0.000000,3,3,3,3,4,4,5,7,14,25,25,3116,0,3,2.844508729214937,1.5577000012854114,25.14090000113356,2843.400513478819
1714858353,1,,Aggregated,320.375000,0.000000,3,3,3,3,4,4,5,7,14,25,25,3545,0,3,2.778129280743372,1.5338000011979602,25.14090000113356,2843.397743300423
1714858354,1,,Aggregated,337.888889,0.000000,3,3,3,3,3,4,5,6,10,25,25,4044,0,3,2.678832344273089,1.5109000014490448,25.14090000113356,2843.400098911968
1714858355,1,,Aggregated,346.100000,0.000000,2,3,3,3,3,4,5,6,10,25,25,4520,0,2,2.614670221289161,1.5109000014490448,25.14090000113356,2843.4
1714858356,1,,Aggregated,370.700000,0.000000,2,3,3,3,3,4,5,6,10,25,25,5039,0,2,2.540689898841155,1.5109000014490448,25.14090000113356,2843.3984917642388
1714858357,1,,Aggregated,382.700000,0.000000,2,3,3,3,3,4,5,6,10,25,25,5530,0,2,2.4934402351284426,1.5109000014490448,25.14090000113356,2843.4
1714858358,1,,Aggregated,403.600000,0.000000,2,3,3,3,3,4,5,6,10,25,25,6033,0,2,2.448603480889886,1.5109000014490448,25.14090000113356,2843.4024531742084
1714858359,1,,Aggregated,419.900000,0.000000,2,3,3,3,3,4,4,5,10,25,25,6523,0,2,2.4158660585958405,1.5109000014490448,25.14090000113356,2843.40226889468
1714858360,1,,Aggregated,434.900000,0.000000,2,3,3,3,3,4,4,5,10,25,25,6969,0,2,2.402105983673362,1.5109000014490448,25.14090000113356,2843.398909456163
1714858361,1,,Aggregated,451.200000,0.000000,2,2,3,3,3,4,4,5,10,25,25,7444,0,2,2.3814381649893743,1.5109000014490448,25.14090000113356,2843.4000537345514
1714858362,1,,Aggregated,464.800000,0.000000,2,2,3,3,3,4,4,5,10,25,25,7948,0,2,2.3544319199986563,1.5109000014490448,25.14090000113356,2843.4003522898843
1714858363,1,,Aggregated,478.400000,0.000000,2,2,3,3,3,4,4,5,10,25,25,8424,0,2,2.3382215337287535,1.5109000014490448,25.14090000113356,2843.4000474833806
1714858364,1,,Aggregated,480.900000,0.000000,2,2,3,3,3,4,4,5,10,25,25,8927,0,2,2.3167724879758875,1.5109000014490448,25.14090000113356,2843.4003584630896
1714858365,1,,Aggregated,487.100000,0.000000,2,2,3,3,3,3,4,5,10,25,25,9411,0,2,2.302215609414353,1.4843999997538049,25.14090000113356,2843.3997449792796
1714858366,1,,Aggregated,487.500000,0.000000,2,2,3,3,3,3,4,5,10,25,25,9910,0,2,2.285905156429899,1.4843999997538049,25.14090000113356,2843.4
1714858367,1,,Aggregated,489.400000,0.000000,2,2,3,3,3,3,4,5,9,18,25,10443,0,2,2.2637166235935626,1.4843999997538049,25.14090000113356,2843.4014172172747
1714858368,1,,Aggregated,486.400000,0.000000,2,2,2,3,3,3,4,5,9,18,25,10953,0,2,2.248294202517377,1.4843999997538049,25.14090000113356,2843.401351227974
1714858369,1,,Aggregated,490.900000,0.000000,2,2,2,3,3,3,4,5,9,18,25,11486,0,2,2.2296356434054077,1.4816000002610963,25.14090000113356,2843.4001393000176
1714858370,1,,Aggregated,491.900000,0.000000,2,2,2,3,3,3,4,5,9,18,25,12004,0,2,2.2156056564590947,1.4779999983147718,25.14090000113356,2843.400033322226
1714858371,1,,Aggregated,495.300000,0.000000,2,2,2,3,3,3,4,5,9,18,25,12512,0,2,2.204362260237137,1.4779999983147718,25.14090000113356,2843.4016943734014
1714858372,1,,Aggregated,501.500000,0.000000,2,2,2,3,3,3,4,5,9,18,25,13019,0,2,2.1942111529328967,1.4779999983147718,25.14090000113356,2843.3994162378062
1714858373,1,,Aggregated,506.000000,0.000000,2,2,2,3,3,3,4,5,9,18,25,13513,0,2,2.1869964330681344,1.4779999983147718,25.14090000113356,2843.4010952416193
1714858374,1,,Aggregated,506.300000,0.000000,2,2,2,2,3,3,4,5,9,18,25,14031,0,2,2.176467229710479,1.4779999983147718,25.14090000113356,2843.399828950182
1714858375,1,,Aggregated,507.300000,0.000000,2,2,2,2,3,3,4,4,9,18,25,14557,0,2,2.165611822497006,1.4779999983147718,25.14090000113356,2843.4002198255134
1714858376,1,,Aggregated,509.800000,0.000000,2,2,2,2,3,3,4,4,9,18,25,15087,0,2,2.154800543518957,1.4779999983147718,25.14090000113356,2843.4002121031353
1714858377,1,,Aggregated,512.900000,0.000000,2,2,2,2,3,3,4,4,9,18,25,15601,0,2,2.1469846227870937,1.4779999983147718,25.14090000113356,2843.3998461637075
1714858378,1,,Aggregated,517.000000,0.000000,2,2,2,2,3,3,4,4,9,22,25,16102,0,2,2.1413637684822824,1.4779999983147718,25.14090000113356,2843.401316606633
1714858379,1,,Aggregated,515.800000,0.000000,2,2,2,2,3,3,4,4,9,22,25,16606,0,2,2.135710953876163,1.4779999983147718,25.14090000113356,2843.4000963507165
1714858380,1,,Aggregated,513.700000,0.000000,2,2,2,2,3,3,4,4,9,22,25,17108,0,2,2.130697574237488,1.4779999983147718,25.14090000113356,2843.400163666121
1714858381,1,,Aggregated,512.100000,0.000000,2,2,2,2,3,3,4,4,9,22,25,17626,0,2,2.124026704871264,1.4779999983147718,25.14090000113356,2843.4000907749914
1714858382,1,,Aggregated,511.300000,0.000000,2,2,2,2,3,3,4,4,8,22,25,18140,0,2,2.1182053032007366,1.4779999983147718,25.14090000113356,2843.4
1714858383,1,,Aggregated,511.000000,0.000000,2,2,2,2,3,3,4,4,9,22,25,18606,0,2,2.118111179192786,1.4779999983147718,25.14090000113356,2843.4000859937655
1714858384,1,,Aggregated,512.800000,0.000000,2,2,2,2,3,3,4,4,8,22,25,19132,0,2,2.1113626019262366,1.4779999983147718,25.14090000113356,2843.4011080911564
