Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1714844844,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1714844845,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1714844846,1,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,2,0,310.0,1002.2761000000173,307.68840000018827,1696.8637999998464,4600.5
1714844847,1,,Aggregated,0.000000,0.000000,310,390,390,1700,1700,1700,1700,1700,1700,1700,1700,5,0,310.0,556.0257600001933,112.37880000044242,1696.8637999998464,11567.8
1714844848,1,,Aggregated,0.000000,0.000000,310,390,390,1700,1700,1700,1700,1700,1700,1700,1700,5,0,310.0,556.0257600001933,112.37880000044242,1696.8637999998464,11567.8
1714844849,1,,Aggregated,0.666667,0.000000,310,390,1700,1700,1800,1800,1800,1800,1800,1800,1800,7,0,310.0,661.979099999631,83.98849999866798,1769.7363999977824,45048.71428571428
1714844850,1,,Aggregated,1.250000,0.000000,390,1100,1700,1700,1800,1800,1800,1800,1800,1800,1800,8,0,310.0,711.6047499998785,83.98849999866798,1769.7363999977824,44890.875
1714844851,1,,Aggregated,1.000000,0.000000,390,510,1100,1700,1800,1800,1800,1800,1800,1800,1800,9,0,390.0,689.5630111106989,83.98849999866798,1769.7363999977824,40400.444444444445
1714844852,1,,Aggregated,1.000000,0.000000,390,510,1100,1700,1800,1800,1800,1800,1800,1800,1800,9,0,390.0,689.5630111106989,83.98849999866798,1769.7363999977824,40400.444444444445
1714844853,1,,Aggregated,1.000000,0.000000,390,510,1100,1700,1800,1800,1800,1800,1800,1800,1800,9,0,390.0,689.5630111106989,83.98849999866798,1769.7363999977824,40400.444444444445
1714844854,1,,Aggregated,1.125000,0.000000,390,510,1700,1700,1800,3200,3200,3200,3200,3200,3200,12,0,310.0,832.6433666661615,83.98849999866798,3221.1977999977535,32179.25
1714844855,1,,Aggregated,1.000000,0.000000,300,390,1100,1700,1800,3200,3200,3200,3200,3200,3200,15,0,300.0,703.2225133329727,83.98849999866798,3221.1977999977535,28985.933333333334
1714844856,1,,Aggregated,1.000000,0.000000,300,390,1100,1700,1800,3200,3200,3200,3200,3200,3200,15,0,300.0,703.2225133329727,83.98849999866798,3221.1977999977535,28985.933333333334
1714844857,1,,Aggregated,1.200000,0.000000,300,510,1100,1700,2100,3200,3200,3200,3200,3200,3200,17,0,300.0,749.7023588231755,83.98849999866798,3221.1977999977535,40723.0
1714844858,1,,Aggregated,1.500000,0.000000,310,510,1200,1700,2100,3200,3200,3200,3200,3200,3200,18,0,300.0,775.5177111107009,83.98849999866798,3221.1977999977535,40893.166666666664
1714844859,1,,Aggregated,1.300000,0.000000,310,510,1200,1700,2100,3200,3200,3200,3200,3200,3200,19,0,310.0,759.8472263154307,83.98849999866798,3221.1977999977535,38976.52631578947
1714844860,1,,Aggregated,1.300000,0.000000,310,510,1200,1700,2100,3200,3200,3200,3200,3200,3200,19,0,310.0,759.8472263154307,83.98849999866798,3221.1977999977535,38976.52631578947
1714844862,1,,Aggregated,1.300000,0.000000,310,510,1200,1700,2100,3200,3200,3200,3200,3200,3200,19,0,310.0,759.8472263154307,83.98849999866798,3221.1977999977535,38976.52631578947
1714844863,1,,Aggregated,1.200000,0.000000,310,510,1200,1700,2100,3000,3200,3200,3200,3200,3200,22,0,300.0,817.0966681814621,83.98849999866798,3221.1977999977535,34686.40909090909
1714844864,1,,Aggregated,1.100000,0.000000,290,480,1100,1700,2100,3000,3200,3200,3200,3200,3200,25,0,290.0,740.2649759997439,56.15390000093612,3221.1977999977535,32469.56
1714844865,1,,Aggregated,1.100000,0.000000,290,480,1100,1700,2100,3000,3200,3200,3200,3200,3200,25,0,290.0,740.2649759997439,56.15390000093612,3221.1977999977535,32469.56
1714844866,1,,Aggregated,1.300000,0.000000,290,480,1200,1700,2100,3000,3200,3200,3200,3200,3200,27,0,290.0,753.2123148146774,56.15390000093612,3221.1977999977535,39601.51851851852
1714844867,1,,Aggregated,1.600000,0.000000,300,510,1100,1700,2100,3000,3200,3200,3200,3200,3200,29,0,300.0,753.7603241378685,56.15390000093612,3221.1977999977535,38534.620689655174
1714844868,1,,Aggregated,1.600000,0.000000,300,510,1100,1700,2100,3000,3200,3200,3200,3200,3200,29,0,300.0,753.7603241378685,56.15390000093612,3221.1977999977535,38534.620689655174
1714844869,1,,Aggregated,1.600000,0.000000,300,510,1100,1700,2100,3000,3200,3200,3200,3200,3200,29,0,300.0,753.7603241378685,56.15390000093612,3221.1977999977535,38534.620689655174
1714844870,1,,Aggregated,1.400000,0.000000,300,510,1200,1700,2100,3000,3200,3200,3200,3200,3200,31,0,300.0,808.4067290322809,56.15390000093612,3221.1977999977535,36631.45161290323
